industry2_name,industry2_code,Unnamed: 0,amount,amplitude,chg,current,current_year_percent,dividend_yield,first_percent,float_market_capital,float_shares,followers,has_follow,income_cagr,issue_date_ts,lot_size,main_net_inflows,market_capital,name,net_profit_cagr,pb,pb_ttm,pcf,pe_ttm,percent,percent5m,ps,roe_ttm,symbol,tick_size,total_percent,total_shares,turnover_rate,type,volume,volume_ratio
半导体,S2701,14,169776580.64,4.03,0.02,9.95,-6.92,0.0,0.0,8760524613,880454735,92226.0,False,-45.26567283165605,908899200000,100,1741666.0,8776979296,大唐电信,-39.09209474104082,,,28.08801572499285,,0.2,0.0,6.985581320362916,6381.436390344081,SH600198,0.01,3.44,882108472,1.92,11,16947850.0,0.56
半导体,S2701,15,21766298.59,2.99,0.02,12.72,-20.2,0.786,44.01,639983904,50313200,5364.0,False,-13.12252071689974,1499270400000,100,-195371.0,2559686304,睿能科技,-76.6334980697358,2.451,2.451,55.82966663668784,143.186,0.16,0.16,1.797168579943353,1.701269429664558,SH603933,0.01,-11.84,201233200,3.4,11,1709683.0,0.65
半导体,S2701,16,3005804985.32,6.72,-0.03,29.57,34.53,0.0,91.1,29113734900,984570000,137331.0,False,7.63168020179068,1054569600000,100,7950652.0,47397000591,长电科技,,3.678,3.678,11.4049816978796,176.218,-0.1,-0.07,1.91738468073478,2.158185716425792,SH600584,0.01,933.55,1602874555,10.43,11,102736440.0,0.6900000000000001
半导体,S2701,17,1018914858.74,4.55,-0.5,186.2,29.85,0.038,44.02,29117764214,156378970,48648.0,False,101.4145050344306,1493827200000,100,7003039.0,160797962548,韦尔股份,212.6280304920688,17.75,17.75,207.2433477676553,186.695,-0.27,-0.21,9.614202979999536,15.97511918031044,SH603501,0.01,1750.21,863576598,3.5,11,5468798.0,0.62
半导体,S2701,18,219264272.0,3.21,-0.14,34.71,34.74,1.383,-3.68,8788950270,253210898,66497.0,False,12.18224164095705,1339516800000,100,1154642.0,8817752350,中颖电子,22.50638766820596,8.743,8.743,39.95343149700398,44.316,-0.4,0.0,10.22879981340393,20.9200954254952,SZ300327,0.01,551.55,254040690,2.48,11,6278533.0,0.74
半导体,S2701,19,624906073.45,5.35,-0.67,150.52,1081.48,0.169,44.03,6020800000,40000000,22772.0,False,18.08352941380495,1580745600000,100,-22612252.04,24083200000,斯达半导,53.80220401514721,23.015,23.015,193.4168340160945,168.112,-0.44,-0.17,30.8980930552953,,SH603290,0.01,884.43,160000000,10.32,11,4127043.0,0.76
半导体,S2701,20,50954287.0,3.23,-0.04,4.92,-17.31,0.0,95.66,2659764669,540602575,26292.0,False,6.021746637757785,1163606400000,100,923690.0,2855314684,*ST大港,-15.57572423858128,1.014,1.014,9.305498713770422,,-0.81,0.8200000000000001,2.809297093808633,-11.71842126390511,SZ002077,0.01,-24.76,580348513,1.93,11,10424341.0,0.8
半导体,S2701,21,1171013523.96,4.07,-2.26,218.79,6.05,0.366,43.98,98203361809,448847579,75500.0,False,24.69304819843063,1476633600000,100,-48862287.0,99780150490,汇顶科技,8.894310150814277,14.884,14.884,37.28149989363246,47.337,-1.02,-0.14,15.12052805121735,37.32998453622709,SH603160,0.01,854.59,456054438,1.19,11,5357622.0,0.64
半导体,S2701,22,219994128.0,5.25,-0.33,30.9,13.1,0.097,44.03,1908957937,61778574,22431.0,False,8.77321904639956,1506355200000,100,2818654.0,4360608000,阿石创,,9.904,9.904,,369.403,-1.06,-0.71,13.87318062112622,2.704489074499737,SZ300706,0.01,365.94,141120000,11.36,11,7019568.0,0.6900000000000001
半导体,S2701,23,315142202.0,3.91,-0.3,25.8,50.48,0.554,45.18,12141168439,470587924,27798.0,False,17.82383035885853,1390406400000,100,-4744889.0,12180615839,扬杰科技,10.22776603698865,4.657,4.657,26.55825072016,49.578,-1.15,-0.19,5.835148241373807,9.738741117969136,SZ300373,0.01,473.38,472116893,2.58,11,12146618.0,0.62
半导体,S2701,24,3063769869.0,5.42,-1.11,72.1,41.82,0.094,46.44,43709355680,606232395,186126.0,False,21.87967445263366,1117987200000,100,-70662961.2,43751575493,紫光国微,60.16596822653734,10.0,10.0,148.4748067859431,82.741,-1.52,-0.25,12.84082983489805,12.8232201167327,SZ002049,0.01,4857.37,606817968,6.96,11,42207437.0,0.8200000000000001
半导体,S2701,25,198196387.0,5.07,-0.18,10.27,-13.26,0.389,86.39,7458156643,726208047,52351.0,False,-6.305393418632876,1163606400000,100,-3647289.0,7476267171,苏州固锝,-11.75071570986739,4.315,4.315,100.9601144866231,81.219,-1.72,-0.29,3.970063972384937,5.474503834292035,SZ002079,0.01,270.05,727971487,2.62,11,19037418.0,0.49
半导体,S2701,26,247494479.31,5.97,-1.23,63.46,555.58,0.552,44.01,2665320000,42000000,14273.0,False,11.59571322893396,1581004800000,100,-9883671.0,26163288800,瑞芯微,105.641711393905,12.542,12.542,77.91786878512588,113.991,-1.9,-0.02,18.58550148432632,,SH603893,0.01,446.13,412280000,9.27,11,3893111.0,0.53
半导体,S2701,27,909523268.0,5.53,-0.56,28.9,76.33,0.104,23.97,10641524332,368218835,37975.0,False,41.03174699591128,1344268800000,100,-13683926.0,11759145421,南大光电,53.73532539898387,9.383,9.383,46.05664295701458,158.306,-1.9,-0.17,32.34003325492993,6.068645249641682,SZ300346,0.01,201.59,406890845,8.59,11,31617512.0,0.5700000000000001
半导体,S2701,28,407482472.0,3.64,-1.06,54.42,26.85,0.11,43.97,5107412017,93851746,45142.0,False,29.06519951877009,1497456000000,100,901018.0,11904919200,江丰电子,15.98212589431749,16.693,16.693,352.7737285650725,169.667,-1.91,-0.06,13.26927635970305,10.4996626587358,SZ300666,0.01,879.36,218760000,7.89,11,7407113.0,0.5700000000000001
半导体,S2701,29,443091286.26,4.04,-0.32,14.28,-7.69,0.035,82.5,18736239848,1312061614,93264.0,False,5.895340248329051,1047312000000,100,-32578354.0,18736239848,士兰微,-79.83324332169516,5.535,5.535,380.0522397347991,,-2.19,-0.14,5.96427934621638,-0.188814167677453,SH600460,0.01,959.19,1312061614,2.35,11,30816344.0,0.59
半导体,S2701,30,2149246744.0,5.91,-3.69,157.25,78.69,0.04,78.79,72007860874,457919624,85406.0,False,34.23747068995331,1268668800000,100,1914014.780000001,77857112554,北方华创,48.46226691854469,13.237,13.237,2266.308078352612,246.692,-2.29,-0.12,18.15564254929641,6.680386738638877,SZ002371,0.01,1186.84,495116773,3.0,11,13733372.0,0.78
半导体,S2701,31,207951738.0,4.46,-0.71,29.98,-5.33,1.001,43.99,6389822047,213136159,43706.0,False,-0.732857933517283,1431619200000,100,6792107.0,9911710495,全志科技,102.6519379429295,4.448,4.448,37.91049449304441,72.688,-2.31,-0.23,7.084477299658139,6.21084584890234,SZ300458,0.01,306.74,330610757,3.21,11,6849343.0,0.58
半导体,S2701,32,363769375.99,4.94,-0.49,16.52,4.89,0.666,0.0,11131304410,673807773,47616.0,False,18.04419912816226,906566400000,100,-22035185.0,11632089063,上海贝岭,-18.70542098807889,3.772,3.772,76.38344141598375,64.72,-2.88,0.24,13.09483524531633,6.307575803902154,SH600171,0.01,182.16,704121614,3.23,11,21766832.0,0.5
半导体,S2701,33,832699209.33,6.42,-0.36,11.47,41.43,1.29,134.72,24158001342,2106190178,50297.0,False,11.52615732611175,743788800000,100,-9854573.0,24158001342,太极实业,18.57169440051376,3.476,3.476,15.83870239181737,38.126,-3.04,-0.43,1.432271868762113,9.369369972432027,SH600667,0.01,495.72,2106190178,3.42,11,72024700.0,0.7000000000000001
半导体,S2701,34,250327731.0,4.73,-0.25,7.79,29.62,0.0,79.78,4245991693,545056700,53767.0,False,-19.38935955413879,1272556800000,100,6500362.0,4343820850,国民技术,,3.727,3.727,,40.419,-3.11,0.26,11.19405540157531,8.304272074511019,SZ300077,0.01,-75.07,557615000,5.87,11,31990700.0,0.51
半导体,S2701,35,157252009.13,4.0,-2.81,72.89,-19.07,0.508,44.02,6862843586,94153431,13393.0,False,30.70449019408217,1555257600000,100,-3809991.0,10110829493,博通集成,40.25123091048335,7.914,7.914,336.2795676210101,40.179,-3.71,-0.11,8.539265618901679,29.11710624889878,SH603068,0.01,172.27,138713534,2.28,11,2145202.0,0.76
半导体,S2701,36,178482913.0,5.49,-6.69,172.47,6.34,0.107,44.0,7225725509,41895550,17244.0,False,25.50968965001303,1487520000000,100,7329916.0,7665394656,富瀚微,,6.553,6.553,108.3462094147534,55.411,-3.73,0.01,13.06264032699071,12.57975669382621,SZ300613,0.01,159.55,44444800,2.45,11,1027919.0,0.74
半导体,S2701,37,1201734297.0,6.13,-22.43,561.37,36.8,0.356,44.01,14034250000,25000000,38538.0,False,85.26213997261986,1560787200000,100,-37079419.0,56137000000,卓胜微,119.9103012505843,30.214,30.214,5758.53801686588,92.452,-3.84,-0.02,31.50172628855975,51.1519324207072,SZ300782,0.01,1228.99,100000000,8.48,11,2119822.0,0.74
半导体,S2701,38,3173795274.03,6.98,-10.0,205.0,40.25,0.132,43.98,81275870915,396467663,95076.0,False,40.69958052481832,1471449600000,100,-86261943.0,92136689325,兆易创新,86.27622709030508,16.928,16.928,106.8468377939371,125.328,-4.65,-0.15,25.93897708724088,19.76133509063881,SH603986,0.01,2808.21,449447265,3.85,11,15277338.0,0.76
半导体,S2701,39,855156345.0,7.89,-6.1,98.9,13.48,0.0,-5.91,12535821756,126752495,98885.0,False,28.85846063441912,1306771200000,100,-37004220.0,44583682368,北京君正,258.1107654640432,6.528,6.528,,649.053,-5.81,-0.16,128.3567758666252,5.707891175115439,SZ300223,0.01,552.16,450795575,6.68,11,8462289.0,0.68
半导体,S2701,40,,,,2.25,,0.0,906.67,1351509147,600670732,71128.0,False,,850752000000,100,,1837411560,*ST盈方,-69.85181101247986,,,,,,,545.1942282720696,-248.8840298746065,SZ000670,0.01,37.53,816627360,,11,,
白色家电,S3301,0,172023373.55,11.18,2.32,39.71,5.39,2.518,43.98,17297676000,435600000,30050.0,False,-6.324470347436206,1460908800000,100,15620016.0,17297676000,飞科电器,-13.38522128909336,6.273,6.273,30.95674525737015,26.54,6.2,-0.15,4.770191293707605,23.6158407384831,SH603868,0.01,70.19,435600000,1.03,11,4475273.0,3.83
白色家电,S3301,1,97975496.0,6.71,0.52,18.85,98.0,0.212,44.1,3313477618,175781306,8540.0,False,-12.38037323968957,1390924800000,100,-2097267.0,3616372500,金莱特,,6.022,6.022,85.01842503325221,217.383,2.84,0.11,3.871281891741198,2.771011826132715,SZ002723,0.01,139.38,191850000,2.99,11,5264617.0,1.06
白色家电,S3301,2,15719123.0,4.79,0.04,1.5,-47.55,0.0,-5.61,1438311177,958874118,33693.0,False,-32.86883954810074,1275321600000,100,2441174.0,1704600000,*ST康盛,,2.941,2.941,13.01536504150619,,2.74,0.0,0.9037867537683091,-61.89597250249782,SZ002418,0.01,-60.53,1136400000,1.1,11,10535638.0,0.71
白色家电,S3301,3,26773435.82,4.17,0.43,22.0,-7.06,1.182,44.03,8822000000,401000000,11676.0,False,-7.032119430886652,1431446400000,100,1324508.0,8822000000,莱克电气,12.55737471806799,2.683,2.683,8.759326728810729,17.451,1.99,-0.18,1.625173660035215,16.42387281310419,SH603355,0.01,6.67,401000000,0.31,11,1230038.0,1.25
白色家电,S3301,4,18764138.29,2.57,0.28,21.28,6.29,0.987,43.96,1886324423,88643065,3429.0,False,-0.212584376042535,1488729600000,100,-32564.0,1906114823,三星新材,8.55080804128352,3.075,3.075,10.42618958820462,29.801,1.33,0.0,5.815019512351243,10.56103978983285,SH603578,0.01,22.77,89573065,1.0,11,885301.0,0.71
白色家电,S3301,5,6701482.0,4.64,0.06,7.6,-14.12,0.0,185.06,1216000000,160000000,9574.0,False,-53.07760263043322,1284048000000,100,0.0,1216000000,圣莱达,27.25718613926422,7.379,7.379,,,0.8,0.0,14.85017067033091,-56.66482596834691,SZ002473,0.01,-67.12,160000000,0.55,11,883721.0,0.91
白色家电,S3301,6,47323236.51,3.54,0.02,5.38,-5.94,1.162,-6.7,4304000000,800000000,24301.0,False,-5.6809992125741,1337529600000,100,-703704.0,4304000000,日出东方,29.91215426042169,1.362,1.362,11.39901504867025,59.266,0.37,-0.19,1.357689453235621,2.344435589166991,SH603366,0.01,-38.87,800000000,1.1,11,8836513.0,0.53
白色家电,S3301,7,,,0.0,1.049,-21.25,2.042,29.29,120635000,115000000,1519.0,False,-3.563568869111555,931968000000,100,,246515000,东贝B股,-2.020004431655331,1.311,1.311,0.733104781222355,13.769,0.0,0.0,0.05714111910962601,9.710647246882283,SH900956,0.001,406.27,235000000,,11,,
白色家电,S3301,8,21097045.0,4.2,0.0,2.38,-15.9,0.0,64.69,1567500311,658613576,22585.0,False,-28.08162775736911,1311868800000,100,3955785.0,1913615945,融捷健康,,2.224,2.224,21.36364552675901,,0.0,0.0,2.897018568410964,-58.58029065001824,SZ300247,0.01,-46.35,804040313,1.34,11,8836194.0,1.14
白色家电,S3301,9,203866.157,1.61,-0.002,0.496,-26.84,0.0,,140948126,284169608,4104.0,False,-6.57736253334662,727286400000,100,29494.0,438116926,海立B股,-32.77733694900357,0.6890000000000001,0.6890000000000001,1.478380212652424,14.623,-0.4,0.0,0.03937969594568101,4.738061868118757,SH900910,0.001,,883300255,0.14,11,411988.0,1.28
白色家电,S3301,10,165110644.0,5.06,-0.6000000000000001,111.85,61.17,0.894,44.0,3355500000,30000000,26133.0,False,24.18704363159956,1566489600000,100,-1066600.0,13422000000,小熊电器,49.78661571652616,7.593,7.593,22.62398422458646,42.592,-0.53,-0.75,4.798446203350064,27.59929767611713,SZ002959,0.01,172.14,120000000,4.9,11,1471246.0,0.9
白色家电,S3301,11,8479813.4,3.05,-0.02,3.59,-5.77,1.114,40.62,1864856151,519458538,11803.0,False,-42.04720873487374,767203200000,100,-2196717.0,1864856151,春兰股份,17.32741028973475,0.923,0.923,38.57310915842424,69.879,-0.55,0.0,9.79445196552425,1.318326356635945,SH600854,0.01,67.52,519458538,0.46,11,2369030.0,0.89
白色家电,S3301,12,141599190.0,3.72,-0.28,31.72,26.07,3.405,104.13,24206199389,763121040,90612.0,False,6.882684509162296,1211904000000,100,-284519.0,24334600680,九阳股份,2.5259825463251,6.232,6.232,19.96769883627986,30.119,-0.88,-0.28,2.629382756096094,20.33425409811534,SZ002242,0.01,233.55,767169000,0.58,11,4440796.0,1.04
白色家电,S3301,13,48400942.0,3.08,-0.17,14.75,9.28,0.837,44.02,1945883440,131924301,5817.0,False,28.4823735181007,1491926400000,100,102739.0,2937988102,星帅尔,14.8357669731789,3.3,3.3,13.37823154263475,22.234,-1.14,0.0,4.092063163172007,15.59383191751473,SZ002860,0.01,47.33,199185634,2.5,11,3293559.0,0.63
白色家电,S3301,14,16462557.0,2.48,-0.28,23.95,-2.8,2.088,43.99,685568750,28625000,4573.0,False,6.988313052987993,1532880000000,100,206378.0,2299200000,春光科技,7.321070684797615,2.598,2.598,23.63608811414646,21.518,-1.16,-0.04,4.08995924357535,12.27326244253542,SH603657,0.01,11.24,96000000,2.39,11,683900.0,0.65
白色家电,S3301,15,10582415.0,1.61,-0.1,7.95,-16.93,4.151,-6.57,5015173222,630839399,11193.0,False,-12.3540716538819,1296144000000,100,-95655.0,5911620000,万和电气,1.402656913430999,1.532,1.532,6.698749559872872,10.778,-1.24,0.0,1.050542725505528,14.97990256170645,SZ002543,0.01,28.7,743600000,0.21,11,1325407.0,0.88
白色家电,S3301,16,42765360.0,2.96,-0.08,6.01,-4.91,0.0,92.0,1835831128,305462750,12152.0,False,-15.83131556717758,1312300800000,100,-2381294.0,2629195866,依米康,,3.535,3.535,27.91146162122774,,-1.31,0.17,2.395861879597637,-4.904786063506776,SZ300249,0.01,9.69,437470194,2.33,11,7126850.0,0.78
白色家电,S3301,17,118259.0,2.63,-0.02,1.5,-31.19,0.0,10.75,242394870,161596580,540.0,False,-18.94831577534255,841161600000,100,0.0,1566896822,虹美菱B,,0.304,0.304,1.302386392298308,,-1.32,0.0,0.107232553678909,-5.59598672214427,SZ200521,0.01,-21.43,1044597881,0.05,11,78700.0,0.28
白色家电,S3301,18,482299308.0,5.41,-0.28,19.69,108.25,0.762,-6.35,7939656195,403232920,29495.0,False,-0.5005613160940391,1343232000000,100,-3130335.0,8503013716,天银机电,-26.32182205311528,5.878,5.878,83.48796373234508,70.165,-1.4,-0.1,9.429263835434153,8.600103336618337,SZ300342,0.01,443.32,431844272,5.93,11,23925592.0,0.66
白色家电,S3301,19,11385939.0,2.33,-0.05,3.38,-14.43,0.592,57.35,2347825057,694622798,14111.0,False,4.277472254586057,835113600000,100,-2237450.0,2352466409,长虹华意,-41.8245953136329,0.73,0.73,6.73326624559093,91.518,-1.46,-0.29,0.247610994819304,0.797932489321132,SZ000404,0.01,71.83,695995979,0.48,11,3344882.0,0.9500000000000001
白色家电,S3301,20,6509766.94,2.43,-0.15,10.14,-16.56,2.783,44.01,1948181986,192128401,2543.0,False,0.509455495803479,1486310400000,100,0.0,1948181986,奇精机械,-23.25384878047196,1.946,1.946,13.8418882758047,28.366,-1.46,-0.1,1.226841388103834,6.402400534980529,SH603677,0.01,-15.24,192128401,0.33,11,639772.0,0.7000000000000001
白色家电,S3301,21,102348251.0,3.45,-0.08,4.56,-19.29,0.0,23.18,3856156740,845648408,33100.0,False,-6.017291323991025,1334505600000,100,-4505727.0,4943548112,奥马电器,-78.59845680522116,1.761,1.761,3.458342220171384,,-1.72,0.0,0.703659016079038,-1.205379201499704,SZ002668,0.01,48.27,1084111428,2.65,11,22381566.0,0.8200000000000001
白色家电,S3301,22,88554973.0,4.49,-0.54,30.62,85.69,1.306,45.24,24377050180,796115290,23038.0,False,4.909746148880823,1390233600000,100,6027448.0,24541099739,新宝股份,33.08332944337025,5.547,5.547,17.49953257206416,33.951,-1.73,-1.0,2.667331239963427,17.20461834621432,SZ002705,0.01,364.84,801472885,0.36,11,2852258.0,0.7000000000000001
白色家电,S3301,23,241425203.0,3.11,-0.5700000000000001,29.93,-11.48,1.671,63.17,27981580375,934900781,165490.0,False,-5.532413977370066,1290441600000,100,-11303816.08,28404289817,老板电器,-5.873383706630086,3.996,3.996,24.90296327545335,18.747,-1.87,-0.27,3.856170717182112,22.48361541490211,SZ002508,0.01,464.74,949024050,0.86,11,8014450.0,1.25
白色家电,S3301,24,727723.0,4.48,-0.06,2.84,-22.61,3.86,-0.21,526512371,185391680,2488.0,False,-7.032662346604268,741369600000,100,0.0,526512371,闽灿坤B,-26.3268964901859,0.638,0.638,7.085078611672078,6.079,-2.07,0.0,0.277243346458041,11.04268173165493,SZ200512,0.01,607.7,185391680,0.14,11,256800.0,0.65
白色家电,S3301,25,6847514.16,3.48,-0.17,7.88,-4.48,2.284,-4.92,4587271450,582141047,14758.0,False,-6.57736253334662,721843200000,100,-407563.0,6960406009,海立股份,-32.77733694900357,1.539,1.539,23.48716953184464,32.634,-2.11,0.13,0.62562904107685,4.738061868118757,SH600619,0.01,-29.07,883300255,0.15,11,861632.0,1.0
白色家电,S3301,26,3017598.0,3.46,-0.11,5.09,2.0,0.0,25.18,1101852894,216474046,26336.0,False,-2.382027463319813,1251907200000,100,-1155814.0,1235405760,*ST中科,,3.123,3.123,14.15878504525729,,-2.12,0.0,0.7574293331702481,-145.3466615762948,SZ002290,0.01,-58.9,242712330,0.27,11,590453.0,1.17
白色家电,S3301,27,39430978.0,3.03,-0.05,2.26,-7.0,0.442,17.12,1986897638,879158247,10804.0,False,-2.137528707087022,1305648000000,100,-5138110.0,2878095776,东方电热,-59.9211804995351,1.527,1.527,8.785797457608195,,-2.16,-0.44,1.402901099243348,-6.621332423469675,SZ300217,0.01,0.67,1273493706,1.96,11,17253040.0,0.91
白色家电,S3301,28,8614075.0,2.31,-0.18,7.62,-10.35,1.969,0.05,2405014311,315618676,11516.0,False,-14.32954071519416,1273507200000,100,-690261.0,2669444504,爱仕达,,1.255,1.255,17.64543566244059,57.229,-2.31,-0.13,0.8453326764571091,2.12674982735013,SZ002403,0.01,-44.25,350320801,0.35,11,1119700.0,1.4
白色家电,S3301,29,287812322.0,4.48,-0.54,22.25,28.39,0.674,13.67,53547653514,2406636113,54102.0,False,1.706866177649013,1118073600000,100,4079252.0,61529409031,三花智控,-2.058207307618109,6.468,6.468,28.78016012104473,44.785,-2.37,0.0,5.598648529870917,15.0715581195586,SZ002050,0.01,2495.96,2765366698,0.54,11,12909952.0,0.6900000000000001
白色家电,S3301,30,2190126379.0,2.49,-1.39,55.62,-15.19,2.157,1900.0,332058630767,5970130003,849810.0,False,-11.99901966150295,848246400000,100,-63581543.0,334594951434,格力电器,-32.8454914479125,2.963,2.963,39.89143849808057,16.256,-2.44,-0.09,1.854627188458467,19.94130035778138,SZ000651,0.01,49428.05,6015730878,0.66,11,39114075.0,1.09
白色家电,S3301,31,659303534.94,3.82,-0.38,15.05,-22.82,2.492,73.31,94943717443,6308552654,178354.0,False,2.984075310940115,753638400000,100,-27040343.0,99022477736,海尔智家,-16.02825728235957,2.053,2.053,12.42208692274412,13.89,-2.46,0.0,0.505577422739111,15.89041078917311,SH600690,0.01,4535.05,6579566627,0.6900000000000001,11,43354781.0,1.01
白色家电,S3301,32,28009327.0,3.65,-0.26,10.16,-20.15,5.335,16.88,3183519384,313338522,50562.0,False,-14.07601389713412,1337875200000,100,-2405512.0,6563884734,浙江美大,-25.92492783418279,4.269,4.269,16.92588559623632,16.208,-2.5,0.0,4.356072844783313,27.06226422069353,SZ002677,0.01,257.6,646051647,0.87,11,2738876.0,0.79
白色家电,S3301,33,8594710.0,2.81,-0.1,3.81,-21.93,2.621,118.26,1434573604,376528505,14412.0,False,15.38562470429061,1320163200000,100,-464680.0,2220448603,开能健康,-48.03330634588509,1.859,1.859,26.9423212727737,24.492,-2.56,-0.26,2.096984928737212,7.68121357687148,SZ300272,0.01,-10.49,582794909,0.6000000000000001,11,2242709.0,1.24
白色家电,S3301,34,31762068.0,4.5,-0.1,3.68,-24.12,0.0,22.07,3363163415,913903102,48262.0,False,-16.40801572918207,1088956800000,100,-6694365.0,3375340822,盾安环境,,1.432,1.432,5.540387646348179,54.107,-2.65,0.27,0.419685235253757,2.691095444817544,SZ002011,0.01,70.47,917212180,0.9400000000000001,11,8595070.0,1.62
白色家电,S3301,35,49048695.0,2.3,-0.23,8.46,-20.04,2.364,-11.92,2842142770,335950682,23409.0,False,0.325317029196758,1315497600000,100,-3555283.0,4748196150,奥佳华,,1.419,1.419,7.516801657634093,21.51,-2.65,0.0,0.9393465718857741,6.474951914031207,SZ002614,0.01,-17.31,561252500,1.71,11,5760300.0,1.07
